id;name;H-index;University;;
1423;Ben A. Marcotte; Not in Google Scholar; Not in Google Scholar;;
1424;Trevor Mundel; Not in Google Scholar; Not in Google Scholar;;
1425;Alexander Dimitrov;14; ;;
1426;Christopher J. Merz; Not in Google Scholar; Not in Google Scholar;;
1427;Michael J. Pazzani;64; University of California, Riverside;;
1428;Eric A. Wan;35; Portland State University;;
1429;Alex T. Nelson;6; University of California, Santa Cruz;;
143;David B. Parker;45; University of Birmingham;;
1430;Assaf J. Zeevi; Not in Google Scholar; Not in Google Scholar;;
1431;Ron Meir;33; Technion;;
1432;Robert J. Adler;31; Technion;;
1433;W. Fritz Kruger; Not in Google Scholar; Not in Google Scholar;;
1434;Hasan S. Uyar; Not in Google Scholar; Not in Google Scholar;;
1435;Kevin A. Archie; Not in Google Scholar; Not in Google Scholar;;
1436;Chanchal Chatterjee;3; ;;
1437;Stefano Monti; Not in Google Scholar; Not in Google Scholar;;
1438;Gregory F. Cooper;48; University of Pittsburgh;;
1439;Michael S. Gray; Not in Google Scholar; Not in Google Scholar;;
144;Mark A. Gluck;47; ;;
1440;Pekka Orponen;25; Aalto University;;
1441;Dimitri P. Bertsekas;88; Massachusetts Institute of Technology;;
1442;A. P. Dunmur; Not in Google Scholar; Not in Google Scholar;;
1443;D. M. Titterington; Not in Google Scholar; Not in Google Scholar;;
1444;Michal Morciniec; Not in Google Scholar; Not in Google Scholar;;
1445;Joumana Ghosn; Not in Google Scholar; Not in Google Scholar;;
1446;Fabrizio Gabbiani; Not in Google Scholar; Not in Google Scholar;;
1447;Walter Metzner; Not in Google Scholar; Not in Google Scholar;;
1448;Ralf Wessel;16; Washington University in Saint Louis;;
1449;Jitendra Malik;108; UC Berkeley;;
145;Eric S. Reifsnider; Not in Google Scholar; Not in Google Scholar;;
1450;Scott Davies; Not in Google Scholar; Not in Google Scholar;;
1451;David Barber;43; University of Manitoba;;
1452;Achim Stahlberger; Not in Google Scholar; Not in Google Scholar;;
1453;Martin Riedmiller;38; Albert-Ludwigs-Universitaet Freiburg;;
1454;Diego Sona;12; Istituto Italiano di Tecnologia;;
1455;Antonina Starita; Not in Google Scholar; Not in Google Scholar;;
1456;Te-Won Lee; Not in Google Scholar; Not in Google Scholar;;
1457;Russell H. Lambert;10; ;;
1458;Maximilian Riesenhuber;28; Georgetown University;;
1459;Linda Kaufman;24; William Paterson University;;
146;Dean Pomerleau; Not in Google Scholar; Not in Google Scholar;;
1460;Graham Brightwell; Not in Google Scholar; Not in Google Scholar;;
1461;Claire Kenyon; Not in Google Scholar; Not in Google Scholar;;
1462;H?l?ne Paugam-Moisy; Not in Google Scholar; Not in Google Scholar;;
1463;Mark Mathieson; Not in Google Scholar; Not in Google Scholar;;
1464;Daniel D. Lee;36; Univ. of Pennsylvania;;
1465;Yu-Ming Chiang; Not in Google Scholar; Not in Google Scholar;;
1466;Larry S. Yaeger;19; Indiana University;;
1467;Richard F. Lyon;44; ;;
1468;Brandyn J. Webb; Not in Google Scholar; Not in Google Scholar;;
1469;Pierre Band; Not in Google Scholar; Not in Google Scholar;;
147;Allen M. Waxman; Not in Google Scholar; Not in Google Scholar;;
1470;Joel Bert; Not in Google Scholar; Not in Google Scholar;;
1471;John Grace;75; University of British Columbia;;
1472;Prof. Bernhard Sch?lkopf; Not in Google Scholar; Not in Google Scholar;;
1473;S?ren Halkj?r; Not in Google Scholar; Not in Google Scholar;;
1474;Ole Winther;32; Technical University of Denmark;;
1475;Athanassios Siapas; Not in Google Scholar; Not in Google Scholar;;
1476;David Somers; Not in Google Scholar; Not in Google Scholar;;
1477;Ian T. Nabney;17; Aston University;;
1478;Nada Matic; Not in Google Scholar; Not in Google Scholar;;
1479;Hung-Li Tseng; Not in Google Scholar; Not in Google Scholar;;
148;Michael Seibert; Not in Google Scholar; Not in Google Scholar;;
1480;Paul S. Bradley;30; ;;
1481;W. Nick Street; Not in Google Scholar; Not in Google Scholar;;
1482;Hagai Attias; Not in Google Scholar; Not in Google Scholar;;
1483;Christoph E. Schreiner;73; University of California San Francisco;;
1484;Timothy X. Brown;29; Carnegie Mellon University;;
1485;Joseph Sill; Not in Google Scholar; Not in Google Scholar;;
1486;Laura Martignon; Not in Google Scholar; Not in Google Scholar;;
1487;Kathryn B. Laskey;36; George Mason University;;
1488;Daniel S. Clouse; Not in Google Scholar; Not in Google Scholar;;
1489;Alex R?bel; Not in Google Scholar; Not in Google Scholar;;
149;Robert K. Cunningham;23; ;;
1490;Eric A. Hansen;31; Mississippi State University;;
1491;Shlomo Zilberstein;47; University of Massachusetts Amherst;;
1492;J?rgen Fritsch; Not in Google Scholar; Not in Google Scholar;;
1493;Gary Cook; Not in Google Scholar; Not in Google Scholar;;
1494;Kunihiko Iizuka; Not in Google Scholar; Not in Google Scholar;;
1495;Masayuki Miyamoto; Not in Google Scholar; Not in Google Scholar;;
1496;Hirofumi Matsui; Not in Google Scholar; Not in Google Scholar;;
1497;Ryotaro Kamimura; Not in Google Scholar; Not in Google Scholar;;
1498;Kagan Tumer;36; Oregon State University;;
1499;Nirmala Ramanujam; Not in Google Scholar; Not in Google Scholar;;
15;Stuart Mackie;4; University of Glasgow;;
150;Jian Wu;11; Tsinghua University;;
1500;Rebecca R. Richards-Kortum;88; Rice University;;
1501;Joydeep Ghosh;60; Univ. of Texas at Austin;;
1502;Tonia G. Morris; Not in Google Scholar; Not in Google Scholar;;
1503;Andrew Blake;86; ;;
1504;Michael Isard;49; Google;;
1505;William T. Freeman;89; MIT;;
1506;Jos? A. F. Leite; Not in Google Scholar; Not in Google Scholar;;
1507;Edwin R. Hancock;51; University of York;;
1508;Alan D. Blair;17; University of New South Wales;;
1509;Arthur Flexer;24; Austrian Research Institute for Artificial Intelligence;;
1510;Emanuela Bricolo; Not in Google Scholar; Not in Google Scholar;;
1511;Nikos K. Logothetis; Not in Google Scholar; Not in Google Scholar;;
1512;Frans Coetzee;15; ;;
1513;Virginia L. Stonick; Not in Google Scholar; Not in Google Scholar;;
1514;Lucky Vidmar; Not in Google Scholar; Not in Google Scholar;;
1515;James R. Cavanaugh; Not in Google Scholar; Not in Google Scholar;;
1516;J. Anthony Movshon; Not in Google Scholar; Not in Google Scholar;;
1517;Gregory R. Galperin; Not in Google Scholar; Not in Google Scholar;;
1518;Andr? Elisseeff; Not in Google Scholar; Not in Google Scholar;;
1519;Simon J. Thorpe;55; ;;
152;Bahram Nabet;19; ;;
1520;Jacques Gautrais;31; ;;
1521;Andrew M. Finch;15; NICT;;
1522;Richard C. Wilson;31; University of York;;
1523;Yair Weiss;65; Hebrew University;;
1524;Shih-Cheng Yen;13; National University of Singapore;;
1525;Yoram Baram; Not in Google Scholar; Not in Google Scholar;;
1526;Kechen Zhang;16; Johns Hopkins University;;
1527;Ernest Wan; Not in Google Scholar; Not in Google Scholar;;
1528;Don Bone;9; University of Technology Sydney;;
1529;Thorsteinn S. R?gnvaldsson; Not in Google Scholar; Not in Google Scholar;;
153;Robert B. Darling; Not in Google Scholar; Not in Google Scholar;;
1530;Aapo Hyv?rinen; Not in Google Scholar; Not in Google Scholar;;
1531;Erkki Oja;70; Aalto University;;
1532;Akaysha C. Tang; Not in Google Scholar; Not in Google Scholar;;
1533;Andreas M. Bartels;29; ;;
1534;Halina Abramowicz; Not in Google Scholar; Not in Google Scholar;;
1535;Ury Naftaly; Not in Google Scholar; Not in Google Scholar;;
1536;Carmit Sahar-Pikielny; Not in Google Scholar; Not in Google Scholar;;
1537;Philipp H?fliger; Not in Google Scholar; Not in Google Scholar;;
1538;David Lowe;48; Google;;
1539;Michael E. Tipping; Not in Google Scholar; Not in Google Scholar;;
154;Robert B. Pinter; Not in Google Scholar; Not in Google Scholar;;
1540;Sheng Ma; Not in Google Scholar; Not in Google Scholar;;
1541;A. Neil Burgess; Not in Google Scholar; Not in Google Scholar;;
1542;Elie Bienenstock; Not in Google Scholar; Not in Google Scholar;;
1543;Stuart Geman; Not in Google Scholar; Not in Google Scholar;;
1544;Daniel Potter;2; Georgia Tech;;
1545;Jeremy S. De Bonet;23; ;;
1546;Charles Lee Isbell Jr.; Not in Google Scholar; Not in Google Scholar;;
1547;Stephen Grossberg;121; Boston University;;
1548;James R. Williamson;61; Scripps Research Institute;;
1549;Udo Ernst; Not in Google Scholar; Not in Google Scholar;;
155;Patric K. Stanton; Not in Google Scholar; Not in Google Scholar;;
1550;Fred Wolf;20; University of California, Merced;;
1551;Andrew D. J. Cross; Not in Google Scholar; Not in Google Scholar;;
1552;Archisman Rudra; Not in Google Scholar; Not in Google Scholar;;
1553;Laurance T. Maloney; Not in Google Scholar; Not in Google Scholar;;
1554;Tom J. Richardson;45; ;;
1555;J. C. Lagarias; Not in Google Scholar; Not in Google Scholar;;
1556;Girish N. Patel; Not in Google Scholar; Not in Google Scholar;;
1557;Jeremy H. Holleman;14; University of Tennessee, Knoxville;;
1558;Mazin G. Rahim; Not in Google Scholar; Not in Google Scholar;;
1559;Wee Sun Lee;37; National University of Singapore;;
156;Sharad Singhal;37; ;;
1560;Llew Mason;13; Amazon;;
1561;Colin Humphries;18; Medical College of Wisconsin;;
1562;Martin J. McKeown;33; University of British Columbia;;
1563;Vicente Iragui; Not in Google Scholar; Not in Google Scholar;;
1564;Avner Priel;15; ;;
1565;David A. Kessler;43; Bar-Ilan University;;
1566;Nir Levy; Not in Google Scholar; Not in Google Scholar;;
1567;Zehra Cataltepe;13; itu;;
1568;Malik Magdon-Ismail; Not in Google Scholar; Not in Google Scholar;;
1569;Thomas Briegel; Not in Google Scholar; Not in Google Scholar;;
157;Lance Wu; Not in Google Scholar; Not in Google Scholar;;
1570;J. Eliot B. Moss; Not in Google Scholar; Not in Google Scholar;;
1571;Paul E. Utgoff; Not in Google Scholar; Not in Google Scholar;;
1572;John Cavazos;21; ;;
1573;Doina Precup;35; McGill University;;
1574;Darko Stefanovic;29; University of New Mexico;;
1575;Carla E. Brodley;51; Northeastern University;;
1576;David Scheeff; Not in Google Scholar; Not in Google Scholar;;
1577;Jens Kohlmorgen; Not in Google Scholar; Not in Google Scholar;;
1578;Zili Liu;19; UCLA;;
1579;Rolf D. Henkel; Not in Google Scholar; Not in Google Scholar;;
158;C. L. Winter; Not in Google Scholar; Not in Google Scholar;;
1580;Lucy E. Hadden; Not in Google Scholar; Not in Google Scholar;;
1581;Eyal Cohen;24; ;;
1582;Nello Cristianini;53; University of Bristol;;
1583;Paul Rodriguez;15; Pontificia Universidad Católica del Perú;;
1584;Bertram Emil Shi;24; Hong Kong University of Science and Technology;;
1585;Kwok Fai Hui; Not in Google Scholar; Not in Google Scholar;;
1586;Kari Torkkola;29; Amazon.com;;
1587;Reid R. Harrison; Not in Google Scholar; Not in Google Scholar;;
1588;Dominik H?rnel; Not in Google Scholar; Not in Google Scholar;;
1589;Heiko Neumann;29; Ulm University;;
159;Martin J. Johnson; Not in Google Scholar; University of East Anglia, Norwich;;
1590;Magnus Rattray;37; University of Manchester;;
1591;Ran El-Yaniv;32; Technion - Israel Institute of Technology;;
1592;Shai Fine;18; ;;
1593;Friedrich T. Sommer;27; UC Berkeley;;
1594;G?nther Palm; Not in Google Scholar; Not in Google Scholar;;
1595;Jean-Franc Isabelle; Not in Google Scholar; Not in Google Scholar;;
1596;David J. Foster; Not in Google Scholar; Not in Google Scholar;;
1597;Richard G. M. Morris;93; University of Edinburgh;;
1598;Peter Marbach; Not in Google Scholar; Not in Google Scholar;;
1599;Oliver Mihatsch; Not in Google Scholar; Not in Google Scholar;;
16;Hans Peter Graf;45; NEC Laboratories America;;
160;Nigel M. Allinson; Not in Google Scholar; Not in Google Scholar;;
1600;Miriam Schulte; Not in Google Scholar; Not in Google Scholar;;
1601;Csaba Szepesv?ri; Not in Google Scholar; Not in Google Scholar;;
1602;Ronald Parr;38; Duke University;;
1603;Stuart J. Russell;69; University of California, Berkeley;;
1604;Jeffrey F. Monaco; Not in Google Scholar; Not in Google Scholar;;
1605;David G. Ward;44; Kent State University;;
1606;Sethu Vijayakumar;35; University of Edinburgh;;
1607;Steve A. Chien; Not in Google Scholar; Not in Google Scholar;;
1608;Andre Stechert; Not in Google Scholar; Not in Google Scholar;;
1609;Darren Mutz; Not in Google Scholar; Not in Google Scholar;;
161;Kevin J. Moon;7; ;;
1610;Jeanne C. Milostan; Not in Google Scholar; Not in Google Scholar;;
1611;Erik D. Lumer; Not in Google Scholar; Not in Google Scholar;;
1612;Neil D. Lawrence;46; Amazon;;
1613;Cyril Latimer; Not in Google Scholar; Not in Google Scholar;;
1614;Yuzo Hirai; Not in Google Scholar; Not in Google Scholar;;
1615;Fernando Lozano; Not in Google Scholar; Not in Google Scholar;;
1616;Sam T. Roweis; Not in Google Scholar; Not in Google Scholar;;
1617;Matthew N. Dailey;25; Asian Institute of Technology;;
1618;Nicholas D. Socci;76; Memorial Sloan Kettering Cancer Center;;
1619;William E. Vinje; Not in Google Scholar; Not in Google Scholar;;
162;Timothy S. Wilkinson; Not in Google Scholar; Not in Google Scholar;;
1620;Jack L. Gallant; Not in Google Scholar; Not in Google Scholar;;
1621;R?mi Munos; Not in Google Scholar; Not in Google Scholar;;
1622;Paul Bourgine; Not in Google Scholar; Not in Google Scholar;;
1623;Daniel Willett;3; ;;
1624;Paul Mineiro; Not in Google Scholar; Not in Google Scholar;;
1625;Herman Verrelst; Not in Google Scholar; Not in Google Scholar;;
1626;Yves Moreau;53; University of Leuven;;
1627;Joos Vandewalle;75; KULeuven;;
1628;Dirk Timmerman;62; KU Leuven;;
1629;David Andre;38; ;;
163;Dorothy A. Mighell; Not in Google Scholar; Not in Google Scholar;;
1630;Nir Friedman;84; Hebrew University;;
1631;Ernst R. Dow;16; Eli Lilly and Company;;
1632;Hilbert J. Kappen;33; Radboud University;;
1633;Francisco de Borja Rodr?guez Ortiz; Not in Google Scholar; Not in Google Scholar;;
1634;M. Anthony Lewis; Not in Google Scholar; Not in Google Scholar;;
1635;Randall C. O'Reilly; Not in Google Scholar; Not in Google Scholar;;
1636;Kenneth A. Norman;36; Princeton University;;
1637;Kimmo Kiviluoto; Not in Google Scholar; Not in Google Scholar;;
1638;Joel Ratsaby; Not in Google Scholar; Not in Google Scholar;;
1639;Volodya Vovk; Not in Google Scholar; Not in Google Scholar;;
164;M. Pavel; Not in Google Scholar; Not in Google Scholar;;
1640;David Cohn; Not in Google Scholar; Not in Google Scholar;;
1641;Alan D. Marrs; Not in Google Scholar; Not in Google Scholar;;
1642;Peter Sykacek; Not in Google Scholar; Not in Google Scholar;;
1643;Georg Dorffner;32; Medical University of Vienna;;
1644;Peter Rappelsberger; Not in Google Scholar; Not in Google Scholar;;
1645;Josef Zeitlhofer; Not in Google Scholar; Not in Google Scholar;;
1646;Peter M. Williams;12; ;;
1647;Mark Kvale; Not in Google Scholar; Not in Google Scholar;;
1648;William W. Cohen;65; Carnegie Mellon University;;
1649;Yuansheng Xiong; Not in Google Scholar; Not in Google Scholar;;
165;Van Henkle; Not in Google Scholar; Not in Google Scholar;;
1650;Chulan Kwon; Not in Google Scholar; Not in Google Scholar;;
1651;Daniel H. Lange; Not in Google Scholar; Not in Google Scholar;;
1652;Hava T. Siegelmann;27; UMass Amherst;;
1653;Hillel Pratt; Not in Google Scholar; Not in Google Scholar;;
1654;Gideon F. Inbar; Not in Google Scholar; Not in Google Scholar;;
1655;Akira Watanabe; Not in Google Scholar; Not in Google Scholar;;
1656;Xubo B. Song; Not in Google Scholar; Not in Google Scholar;;
1657;Harvey Kasdan; Not in Google Scholar; Not in Google Scholar;;
1658;Rapha?l Feraud; Not in Google Scholar; Not in Google Scholar;;
1659;Olivier Bernier; Not in Google Scholar; Not in Google Scholar;;
166;W. R. Gardner; Not in Google Scholar; Not in Google Scholar;;
1660;Ruth J. Williams;36; University of California, San Diego;;
1661;Sophie Den?ve; Not in Google Scholar; Not in Google Scholar;;
1662;Bernhard Schottky; Not in Google Scholar; Not in Google Scholar;;
1663;Van H. Vu; Not in Google Scholar; Not in Google Scholar;;
1664;R. Christopher DeCharms; Not in Google Scholar; Not in Google Scholar;;
1665;Matthias Burger; Not in Google Scholar; Not in Google Scholar;;
1666;Thore Graepel;42; UCL;;
1667;Paul W. Goldberg;22; Oxford University;;
1668;John F. Houde; Not in Google Scholar; Not in Google Scholar;;
1669;Donghui Cai; Not in Google Scholar; Not in Google Scholar;;
167;Donnie Henderson; Not in Google Scholar; Not in Google Scholar;;
1670;Maneesh Sahani;35; UCL;;
1671;John S. Pezaris; Not in Google Scholar; Not in Google Scholar;;
1672;Richard A. Andersen; Not in Google Scholar; Not in Google Scholar;;
1673;Brian S. Blais;10; Bryant University;;
1674;Harel Z. Shouval;27; University of Texas Medical School at Houston;;
1675;Jake Ryan;4; ;;
1676;Meng-Jang Lin; Not in Google Scholar; Not in Google Scholar;;
1677;Antonio Turiel;28; CSIC;;
1678;Germ?n Mato; Not in Google Scholar; Not in Google Scholar;;
1679;N?stor Parga; Not in Google Scholar; Not in Google Scholar;;
168;R. E. Howard; Not in Google Scholar; Not in Google Scholar;;
1680;Michael J. Berry II; Not in Google Scholar; Not in Google Scholar;;
1681;Markus Meister; Not in Google Scholar; Not in Google Scholar;;
1682;Theresa Long; Not in Google Scholar; Not in Google Scholar;;
1683;Jo?o F. G. de Freitas; Not in Google Scholar; Not in Google Scholar;;
1684;Andrew H. Gee; Not in Google Scholar; Not in Google Scholar;;
1685;Stephan Pareigis; Not in Google Scholar; Not in Google Scholar;;
1686;Ricardo Vig?rio; Not in Google Scholar; Not in Google Scholar;;
1687;Veikko Jousm?ki; Not in Google Scholar; Not in Google Scholar;;
1688;Matti H?m?l?inen; Not in Google Scholar; Not in Google Scholar;;
